종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"069460","대호에이엘","KOSPI",,"1428","38","2.73","1389","1465","1363","1.0","972577391","124338747456","87.0"
"021040","대호특수강","KOSDAQ","중견기업부","1295","-38","-2.85","1325","1338","1272","0.0","244521877","28107682330","22.0"
"021045","대호특수강우","KOSDAQ","중견기업부","2880","-65","-2.21","2930","2930","2855","0.0","69670485","2443656960","1.0"
"067080","대화제약","KOSDAQ","중견기업부","17700","-160","-0.90","17780","17890","17480","0.0","2357691910","329514705000","19.0"
"298540","더네이쳐홀딩스","KOSDAQ","우량기업부","8440","-220","-2.54","8660","8750","8380","0.0","578256340","122265097840","14.0"
"032860","더라미","KOSDAQ","중견기업부","1321","-24","-1.78","1359","1369","1321","0.0","56495752","53362935023","40.0"
"475560","더본코리아","KOSPI",,"24850","650","2.69","24800","24900","24600","0.0","1009872375","367199504000","15.0"
"192080","더블유게임즈","KOSPI",,"53400","-1100","-2.02","54200","54600","53300","0.0","1760205650","1147881380400","21.0"
"393890","더블유씨피","KOSDAQ GLOBAL","기술성장기업부","6260","190","3.13","6090","6390","6090","0.0","1540283375","211858081440","34.0"
"299170","더블유에스아이","KOSDAQ","중견기업부","3330","360","12.12","3030","3540","2920","12.0","38568281084","134910650970","41.0"
"012510","더존비즈온","KOSPI",,"94200","4200","4.67","90000","94300","89700","0.0","17015849050","2862058252800","30.0"
"462860","더즌","KOSDAQ","중견기업부","4050","50","1.25","3985","4080","3955","0.0","1524719505","290967029550","72.0"
"224060","더코디","KOSDAQ","투자주의환기종목(소속부없음)","3155","725","29.84","2430","3155","2430","0.0","1037676929","16282077910","5.0"
"302920","더콘텐츠온","KONEX","일반기업부","3300","0","0.00","3200","3300","3000","0.0","68600","15022784700","5.0"
"043090","더테크놀로지","KOSDAQ","투자주의환기종목(소속부없음)","380","0","0.00","0","0","0","0.0","0","4718944500","12.0"
"403850","더핑크퐁컴퍼니","KOSDAQ","중견기업부","25100","650","2.66","24500","25700","24300","0.0","4686504200","360210351000","14.0"
"213420","덕산네오룩스","KOSDAQ GLOBAL","우량기업부","38100","300","0.79","38000","38750","37150","0.0","4341346925","946067919900","25.0"
"317330","덕산테코피아","KOSDAQ","중견기업부","17360","780","4.70","16590","17490","16480","0.0","2327696380","355473498240","20.0"
"077360","덕산하이메탈","KOSDAQ","우량기업부","6430","60","0.94","6510","6680","6250","1.0","6068835835","292159922860","45.0"
"004830","덕성","KOSPI",,"4855","-20","-0.41","4855","4915","4850","0.0","387195016","76126400000","16.0"
"004835","덕성우","KOSPI",,"7270","-80","-1.09","7350","7360","7270","0.0","49759560","10119840000","1.0"
"090410","덕신이피씨","KOSDAQ","우량기업부","1287","-13","-1.00","1292","1324","1282","0.0","156197818","59310230265","46.0"
"263600","덕우전자","KOSDAQ","중견기업부","4600","-100","-2.13","4700","4740","4585","0.0","369702090","73279426000","16.0"
"194480","데브시스터즈","KOSDAQ","벤처기업부","31600","-1650","-4.96","33950","33950","31450","0.0","2839212900","383281140000","12.0"
"373160","데이원컴퍼니","KOSDAQ","기술성장기업부","4990","-130","-2.54","5140","5270","4990","0.0","99383835","68888042810","14.0"
"263800","데이타솔루션","KOSDAQ","중견기업부","5270","40","0.76","5330","5380","5200","0.0","724918950","85491942600","16.0"
"199150","데이터스트림즈","KONEX","일반기업부","2055","61","3.06","1992","2090","1910","0.0","4130295","8771999715","4.0"
"206560","덱스터","KOSDAQ","기술성장기업부","4255","-35","-0.82","4290","4295","4145","0.0","362304048","108126936680","25.0"
"261200","덴티스","KOSDAQ","우량기업부","4205","-60","-1.41","4265","4285","4155","0.0","310665287","66479788500","16.0"
"145720","덴티움","KOSPI",,"47950","-50","-0.10","48300","48500","47200","0.0","2359610875","530750398500","11.0"
"227420","도부","KONEX","일반기업부","959","-1","-0.10","1100","1100","817","0.0","678624","36484685090","38.0"
"484120","도우인시스","KOSDAQ","중견기업부","25500","-1200","-4.49","26300","26500","25250","0.0","2832103125","277670061000","11.0"
"067990","도이치모터스","KOSDAQ","우량기업부","4315","-20","-0.46","4330","4345","4280","0.0","300473468","125918388250","29.0"
"002150","도화엔지니어링","KOSPI",,"6140","-80","-1.29","6230","6350","6110","0.0","358859730","207040800000","34.0"
"006620","동구바이오제약","KOSDAQ","우량기업부","5310","-20","-0.38","5300","5360","5250","0.0","695437865","151149107520","28.0"
"100130","동국S&C","KOSDAQ","중견기업부","2040","-10","-0.49","2050","2070","2025","0.0","142533962","116571720000","57.0"
"005160","동국산업","KOSDAQ","중견기업부","2675","-25","-0.93","2700","2720","2655","0.0","335842846","145103989350","54.0"
"303810","동국생명과학","KOSDAQ","중견기업부","3750","60","1.63","3710","3820","3700","0.0","595122803","119940525000","32.0"
"460850","동국씨엠","KOSPI",,"5220","-30","-0.57","5300","5300","5200","0.0","326833430","156070984320","30.0"
"075970","동국알앤에스","KOSDAQ","중견기업부","2260","-20","-0.88","2280","2295","2245","0.0","69242294","41584000000","18.0"
"460860","동국제강","KOSPI",,"8080","-50","-0.62","8160","8200","8080","0.0","1143168580","400832777360","50.0"
"086450","동국제약","KOSDAQ GLOBAL","우량기업부","17340","260","1.52","17190","17340","17020","0.0","3153162165","784295482800","45.0"
"001230","동국홀딩스","KOSPI",,"7150","-100","-1.38","7250","7340","7130","0.0","591052210","227373453450","32.0"
"023450","동남합성","KOSPI",,"34300","-100","-0.29","34400","34400","33700","0.0","62444825","120050000000","4.0"
"004140","동방","KOSPI",,"2540","-40","-1.55","2570","2585","2525","0.0","706582372","121848285640","48.0"
"240550","동방메디컬","KOSDAQ","벤처기업부","7890","-120","-1.50","7970","8060","7650","0.0","2283058495","164192951400","21.0"
"099410","동방선기","KOSDAQ","벤처기업부","4990","415","9.07","4570","4990","4560","0.0","2055532113","69860000000","14.0"
"007590","동방아그로","KOSPI",,"5960","-30","-0.50","5980","5990","5940","0.0","33156330","81160758920","14.0"
"005960","동부건설","KOSPI",,"5520","-80","-1.43","5580","5670","5500","0.0","266830730","126665579760","23.0"
"005965","동부건설우","KOSPI",,"20900","-1300","-5.86","21000","21000","20350","0.0","339646600","4717798800","0.0"
"026960","동서","KOSPI",,"26400","400","1.54","26200","26700","26200","0.0","1792620425","2632080000000","100.0"
"002210","동성제약","KOSPI",,"973","0","0.00","0","0","0","0.0","0","25900780311","27.0"
"102260","동성케미컬","KOSPI",,"4165","15","0.36","4135","4205","4130","0.0","463214199","208986334515","50.0"
"033500","동성화인텍","KOSDAQ","우량기업부","24650","600","2.49","23950","24950","23950","0.0","3014773150","739241027100","30.0"
"025950","동신건설","KOSDAQ","우량기업부","18900","-590","-3.03","19510","19510","18510","0.0","3444881265","158760000000","8.0"
"000640","동아쏘시오홀딩스","KOSPI",,"107800","100","0.09","107500","108500","106000","0.0","1483805700","704627585200","7.0"
"170900","동아에스티","KOSPI",,"52100","500","0.97","51600","52700","51600","0.0","669502050","487273117100","9.0"
"088130","동아엘텍","KOSDAQ","중견기업부","3825","10","0.26","3815","3855","3755","0.0","231134580","66881326050","17.0"
"028100","동아지질","KOSPI",,"17090","40","0.23","17050","17150","16800","0.0","488612095","228826589180","13.0"
"041930","동아화성","KOSDAQ","우량기업부","6730","-150","-2.18","6880","6880","6720","0.0","562114550","106334000000","16.0"
"001520","동양","KOSPI",,"874","15","1.75","865","920","862","6.0","5048436252","208609871062","239.0"
"001527","동양2우B","KOSPI",,"8840","20","0.23","8770","8860","8770","0.0","41623600","2727749960","0.0"
"084670","동양고속","KOSPI",,"69000","-4200","-5.74","73200","74000","68900","0.0","12134535200","199794261000","3.0"
"082640","동양생명","KOSPI",,"6500","100","1.56","6410","6560","6400","0.0","471370130","1048830802500","161.0"
"060380","동양에스텍","KOSDAQ","우량기업부","1506","1","0.07","1505","1516","1490","0.0","53657789","29668200000","20.0"
"001525","동양우","KOSPI",,"5300","-30","-0.56","5300","5340","5290","0.0","127068170","3273974300","1.0"
"079960","동양이엔피","KOSDAQ","우량기업부","25550","50","0.20","25100","26000","25050","0.0","889893600","200823000000","8.0"
"228340","동양파일","KOSDAQ","중견기업부","1891","-15","-0.79","1947","1947","1871","0.0","51859892","37820000000","20.0"
"088910","동우팜투테이블","KOSDAQ","우량기업부","2080","0","0.00","2080","2085","2065","0.0","65387267","53730069120","26.0"
"094170","동운아나텍","KOSDAQ","우량기업부","32600","4000","13.99","29700","32650","29600","1.0","33287050900","681663913600","21.0"
"013120","동원개발","KOSDAQ","우량기업부","2725","-25","-0.91","2750","2770","2705","0.0","185636327","247452072500","91.0"
"018500","동원금속","KOSPI",,"1383","-1","-0.07","1385","1400","1372","0.0","458210590","64662072339","47.0"
"006040","동원산업","KOSPI",,"41850","350","0.84","41300","42300","41300","0.0","4435842850","1847593214100","44.0"
"030720","동원수산","KOSPI",,"6020","-50","-0.82","6060","6120","5970","0.0","164620560","28015906100","5.0"
"014820","동원시스템즈","KOSPI",,"24950","50","0.20","24900","25350","24850","0.0","467503025","723332485900","29.0"
"014825","동원시스템즈우","KOSPI",,"17740","-200","-1.11","17930","17930","17720","0.0","12819600","4685329140","0.0"
"111380","동인기연","KOSPI",,"13740","-50","-0.36","13790","13840","13620","0.0","59954830","84198720000","6.0"
"163560","동일고무벨트","KOSPI",,"6810","-110","-1.59","6880","6920","6790","0.0","214554470","94659000000","14.0"
"109860","동일금속","KOSDAQ","우량기업부","7790","-180","-2.26","7970","7970","7790","0.0","22428090","70889000000","9.0"
"032960","동일기연","KOSDAQ","중견기업부","14890","-800","-5.10","15900","15900","14890","0.0","78425420","61325879550","4.0"
"004890","동일산업","KOSPI",,"39100","50","0.13","39050","39400","38700","0.0","24571850","94825906500","2.0"
"023790","동일스틸럭스","KOSDAQ","중견기업부","1389","-3","-0.22","1395","1398","1330","1.0","918437122","36307928013","26.0"
"002690","동일제강","KOSPI",,"1618","-4","-0.25","1622","1632","1612","0.0","49898004","32845982480","20.0"
"005290","동진쎄미켐","KOSDAQ","우량기업부","40700","1050","2.65","41200","41600","39500","1.0","39374484600","2092569905800","51.0"
"025900","동화기업","KOSDAQ GLOBAL","중견기업부","8470","90","1.07","8860","8970","8450","0.0","746584105","428220203950","51.0"
"000020","동화약품","KOSPI",,"6190","-20","-0.32","6210","6230","6130","0.0","404877855","172895799300","28.0"
"000150","두산","KOSPI",,"799000","36000","4.72","770000","803000","769000","0.0","146286323500","12938874165000","16.0"
"000157","두산2우B","KOSPI",,"452500","17500","4.02","435000","457000","435000","0.0","686515750","404099695000","1.0"
"454910","두산로보틱스","KOSPI",,"83100","2800","3.49","81700","83700","80100","0.0","39691323350","5386540338000","65.0"
"241560","두산밥캣","KOSPI",,"59000","2200","3.87","57100","59200","57100","0.0","12739925300","5655507835000","96.0"
"034020","두산에너빌리티","KOSPI",,"83200","8000","10.64","76600","83300","76500","15.0","1235873288900","53294687347200","641.0"
"000155","두산우","KOSPI",,"493000","26000","5.57","467500","495500","467000","0.0","10644530750","1970255766000","4.0"
"131970","두산테스나","KOSDAQ GLOBAL","우량기업부","53800","-300","-0.55","56000","56600","52400","1.0","28198159700","1039805404400","19.0"
"336260","두산퓨얼셀","KOSPI",,"30800","1800","6.21","29850","31150","29750","1.0","20899020275","2017206760800","65.0"
"33626K","두산퓨얼셀1우","KOSPI",,"6970","220","3.26","6800","7050","6800","0.0","159182925","93148474000","13.0"
"33626L","두산퓨얼셀2우B","KOSPI",,"10330","190","1.87","10180","10470","10180","0.0","113356990","30848479000","3.0"
"016740","두올","KOSPI",,"4000","210","5.54","3810","4020","3790","0.0","1146453913","114696096000","29.0"
"073190","듀오백","KOSDAQ","중견기업부","1539","18","1.18","1535","1570","1535","0.0","25921217","18418813560","12.0"
"176750","듀켐바이오","KOSDAQ","기술성장기업부","9220","-140","-1.50","9250","9360","9080","0.0","669981980","262357128400","28.0"
"030350","드래곤플라이","KOSDAQ","관리종목(소속부없음)","973","0","0.00","0","0","0","0.0","0","13503093562","14.0"
"203650","드림시큐리티","KOSDAQ","중견기업부","1650","-15","-0.90","1667","1680","1619","1.0","1008058357","157794192600","96.0"
"223250","드림씨아이에스","KOSDAQ","중견기업부","6540","210","3.32","6280","6540","6090","1.0","7535450430","155647578960","24.0"
"060570","드림어스컴퍼니","KOSDAQ","중견기업부","1487","-39","-2.56","1526","1558","1444","0.0","285973260","110189039051","74.0"
"362990","드림인사이트","KOSDAQ","벤처기업부","1842","-1","-0.05","1830","1854","1830","0.0","37609856","30946657308","17.0"
"192650","드림텍","KOSPI",,"7140","30","0.42","7180","7270","7070","0.0","2783703410","491874892740","69.0"
"016670","디모아","KOSDAQ","중견기업부","4480","5","0.11","4495","4495","4475","0.0","22644270","34022168320","8.0"
"187870","디바이스","KOSDAQ","우량기업부","15050","550","3.79","14660","15150","14640","0.0","1054229740","105900965450","7.0"
"489730","디비금융제13호스팩","KOSDAQ","SPAC(소속부없음)","2050","5","0.24","2035","2055","2035","0.0","57608780","12980600000","6.0"
"0004Y0","디비금융제14호스팩","KOSDAQ","SPAC(소속부없음)","2005","0","0.00","2005","2010","2005","0.0","2803195","10656575000","5.0"
"024090","디씨엠","KOSPI",,"11860","-220","-1.82","12080","12080","11770","0.0","103216660","135204000000","11.0"
"003160","디아이","KOSPI",,"24950","850","3.53","25200","25550","24500","1.0","16019762250","706085000000","28.0"
"092200","디아이씨","KOSPI",,"14430","-200","-1.37","14970","14980","13480","2.0","23403112420","561162050670","39.0"
"110990","디아이티","KOSDAQ","우량기업부","18390","2700","17.21","19330","19650","18100","1.0","17181240245","347571000000","19.0"
"263690","디알젬","KOSDAQ","우량기업부","5400","20","0.37","5430","5430","5350","0.0","129956435","61158294000","11.0"
"214680","디알텍","KOSDAQ","벤처기업부","2150","45","2.14","2120","2155","2085","0.0","841834441","164389107500","76.0"
"347850","디앤디파마텍","KOSDAQ","기술성장기업부","93800","4900","5.51","86500","94400","85800","1.0","116976674250","4083623334000","44.0"
"377190","디앤디플랫폼리츠","KOSPI",,"3420","20","0.59","3385","3425","3385","0.0","348153494","302328000000","88.0"
"263720","디앤씨미디어","KOSDAQ","벤처기업부","12600","-170","-1.33","12800","12800","12440","0.0","337620850","156398646600","12.0"
"376300","디어유","KOSDAQ","우량기업부","38000","-2100","-5.24","40900","41150","37350","0.0","15258747025","902059428000","24.0"
"109740","디에스케이","KOSDAQ","벤처기업부","7110","-20","-0.28","7300","7300","6830","0.0","461938885","182800872900","26.0"
"031860","디에이치엑스컴퍼니","KOSDAQ","투자주의환기종목(소속부없음)","675","2","0.30","673","714","665","0.0","40477803","12815160525","19.0"
"196490","디에이테크놀로지","KOSDAQ","투자주의환기종목(소속부없음)","203","0","0.00","0","0","0","0.0","0","36245520080","179.0"
"066900","디에이피","KOSDAQ","중견기업부","1830","-23","-1.24","1853","1862","1799","0.0","25605651","41622440490","23.0"
"092070","디엔에프","KOSDAQ","우량기업부","18040","1040","6.12","17300","18180","17160","0.0","3387421190","208756318320","12.0"
"039840","디오","KOSDAQ","중견기업부","16450","-390","-2.32","16750","16750","16290","0.0","512086725","236470181150","14.0"
"013570","디와이","KOSPI",,"4650","100","2.20","4590","4690","4580","0.0","354843500","122386293450","26.0"
"024900","디와이덕양","KOSPI",,"2155","-15","-0.69","2155","2205","2140","0.0","196042577","70177531900","33.0"
"219550","디와이디","KOSDAQ","관리종목(소속부없음)","990","55","5.88","936","1019","936","0.0","431099980","30964873500","31.0"
"310870","디와이씨","KOSDAQ","벤처기업부","1269","14","1.12","1255","1276","1238","0.0","96584928","26252146899","21.0"
"210540","디와이파워","KOSPI",,"13930","770","5.85","13290","14065","13290","0.0","1612745480","153810992440","11.0"
"104460","디와이피엔에프","KOSDAQ","우량기업부","13730","-130","-0.94","13850","14030","13690","0.0","393492075","144413526730","11.0"
"079810","디이엔티","KOSDAQ","우량기업부","5110","10","0.20","5130","5250","5060","0.0","627510005","110008560340","22.0"
"113810","디젠스","KOSDAQ","중견기업부","803","9","1.13","796","806","788","0.0","138023276","26200324953","33.0"
"043360","디지아이","KOSDAQ","벤처기업부","2335","20","0.86","2315","2500","2315","0.0","78920655","21015000000","9.0"
"197140","디지캡","KOSDAQ","벤처기업부","2450","-5","-0.20","2455","2460","2390","0.0","39427025","31882227300","13.0"
"068930","디지털대성","KOSDAQ","우량기업부","7570","-30","-0.39","7600","7640","7430","0.0","790152080","209502338940","28.0"
"033130","디지틀조선","KOSDAQ","중견기업부","1997","111","5.89","1886","2030","1862","1.0","2048835749","74119188199","37.0"
"105740","디케이락","KOSDAQ","우량기업부","10150","410","4.21","9900","10380","9880","0.0","3173865710","103210406950","10.0"
"263020","디케이앤디","KOSDAQ","벤처기업부","3025","-10","-0.33","3030","3045","2995","0.0","236109464","41854341650","14.0"
"290550","디케이티","KOSDAQ","우량기업부","7020","-60","-0.85","7080","7210","6950","0.0","579052460","140408634600","20.0"
"066670","디티씨","KOSDAQ","중견기업부","3200","-90","-2.74","3290","3335","3180","0.0","195655460","59814137600","19.0"
"187220","디티앤씨","KOSDAQ","중견기업부","2350","-35","-1.47","2390","2415","2335","0.0","91238067","27490349350","12.0"
"383930","디티앤씨알오","KOSDAQ","중견기업부","2560","40","1.59","2525","2570","2520","0.0","188311935","32727367680","13.0"
"131180","딜리","KOSDAQ","벤처기업부","994","-5","-0.50","999","1004","987","0.0","11831822","29173900000","29.0"
"315640","딥노이드","KOSDAQ","기술성장기업부","3340","30","0.91","3250","3360","3095","1.0","1952747129","98103254880","29.0"
"317120","라닉스","KOSDAQ","기술성장기업부","2235","-40","-1.76","2315","2320","2155","0.0","962260740","34106100000","15.0"
"462510","라메디텍","KOSDAQ","기술성장기업부","6650","-40","-0.60","6740","6790","6640","0.0","190670930","58539717250","9.0"
"042510","라온시큐어","KOSDAQ","벤처기업부","9350","-10","-0.11","9410","9560","9340","0.0","459449730","104768376900","11.0"
"232680","라온테크","KOSDAQ","기술성장기업부","14850","280","1.92","14510","15060","14470","1.0","7728171450","186133374900","13.0"
"418420","라온텍","KOSDAQ","기술성장기업부","4740","90","1.94","4700","4890","4650","0.0","860050963","144471919920","30.0"
"300120","라온피플","KOSDAQ","벤처기업부","2145","30","1.42","2105","2180","2005","0.0","229549357","44744725740","21.0"
"171120","라이온켐텍","KOSDAQ","중견기업부","2205","15","0.68","2190","2205","2185","0.0","39755914","79163380800","36.0"
"388790","라이콤","KOSDAQ","벤처기업부","2730","-5","-0.18","2755","2770","2645","0.0","967389532","83563653810","31.0"
"214260","라파스","KOSDAQ","기술성장기업부","12870","-370","-2.79","13290","13290","12760","0.0","802491195","114832098810","9.0"
"403360","라피치","KONEX","일반기업부","8800","0","0.00","0","0","0","0.0","0","30355195200","3.0"
"171010","램테크놀러지","KOSDAQ","벤처기업부","4190","65","1.58","4130","4235","4100","0.0","445891355","59911770880","14.0"
"084650","랩지노믹스","KOSDAQ","우량기업부","1816","-66","-3.51","1883","1889","1809","1.0","1239890794","134819821840","74.0"
"217500","러셀","KOSDAQ","벤처기업부","2055","5","0.24","2050","2125","2020","0.0","503449940","65373660000","32.0"
"092590","럭스피아","KONEX","일반기업부","740","90","13.85","554","747","553","0.0","774654","5395412520","7.0"
"038390","레드캡투어","KOSDAQ","우량기업부","11150","-150","-1.33","11300","11320","11130","0.0","672706270","186437165300","17.0"
"294140","레몬","KOSDAQ","중견기업부","5730","-130","-2.22","6100","6100","5710","0.0","507072795","128436907140","22.0"
"443250","레뷰코퍼레이션","KOSDAQ","벤처기업부","10510","-30","-0.28","10540","10610","10350","0.0","295348370","116934890600","11.0"
"228670","레이","KOSDAQ","벤처기업부","6490","-310","-4.56","6950","6970","6370","0.0","1069362485","101257304500","16.0"
"228850","레이언스","KOSDAQ","우량기업부","5200","40","0.78","5160","5280","5120","0.0","141844895","86273272800","17.0"
"412350","레이저쎌","KOSDAQ","기술성장기업부","2140","85","4.14","2140","2180","2055","0.0","680425254","18675720080","9.0"
"199550","레이저옵텍","KOSDAQ","벤처기업부","6390","-110","-1.69","6500","6510","6200","0.0","669540970","78378404490","12.0"
"281740","레이크머티리얼즈","KOSDAQ","우량기업부","15870","1540","10.75","14470","15940","14470","1.0","15424844085","1043143796760","66.0"
"277810","레인보우로보틱스","KOSDAQ","기술성장기업부","476500","-17000","-3.44","490000","490000","471500","0.0","140446157500","9244032337000","19.0"
"215100","로보로보","KOSDAQ","벤처기업부","7900","-80","-1.00","8000","8100","7780","0.0","3824180130","160752786600","20.0"
"090360","로보스타","KOSDAQ","중견기업부","78000","-1800","-2.26","80300","80400","76700","0.0","17230711050","760500000000","10.0"
"238500","로보쓰리에이아이","KONEX","일반기업부","190","0","0.00","0","0","0","0.0","0","7983469780","42.0"
"108490","로보티즈","KOSDAQ","기술성장기업부","262500","-7000","-2.60","267000","267500","260000","0.0","92844934000","3824648100000","15.0"
"900260","로스웰","KOSDAQ","외국기업(소속부없음)","1573","0","0.00","1574","1574","1572","0.0","618579538","72404727538","46.0"
"033290","로젠","KOSDAQ","중견기업부","2135","-25","-1.16","2160","2160","2110","0.0","87247319","119893702635","56.0"
"223220","로지스몬","KONEX","일반기업부","1248","-209","-14.34","1674","1675","1240","0.0","228256","1268484672","1.0"
"067730","로지시스","KOSDAQ","중견기업부","2680","5","0.19","2680","2715","2675","0.0","26709000","25926110960","10.0"
"071280","로체시스템즈","KOSDAQ","우량기업부","9250","110","1.20","9250","9520","9070","0.0","1017385520","141493577750","15.0"
"376900","로킷헬스케어","KOSDAQ","기술성장기업부","63300","1100","1.77","59700","64800","59300","0.0","21065465600","991372253700","16.0"
"214610","롤링스톤","KOSDAQ","투자주의환기종목(소속부없음)","3650","95","2.67","3555","3700","3520","0.0","29211210","30599125300","8.0"
"032350","롯데관광개발","KOSPI",,"21500","-1100","-4.87","22450","22500","20250","2.0","35545866825","1710098906000","80.0"
"089860","롯데렌탈","KOSPI",,"29900","-100","-0.33","30000","30100","29550","0.0","1338314025","1085650701200","36.0"
"330590","롯데리츠","KOSPI",,"4000","0","0.00","4000","4025","3925","0.0","1297354919","1155875536000","289.0"
"000400","롯데손해보험","KOSPI",,"1721","-18","-1.04","1739","1752","1710","0.0","572792282","534088806720","310.0"
"023530","롯데쇼핑","KOSPI",,"68600","0","0.00","68900","69200","67900","0.0","4380448250","1940608593000","28.0"
"020150","롯데에너지머티리얼즈","KOSPI",,"30650","650","2.17","30500","31650","30000","0.0","7958149225","1605001440950","52.0"
"280360","롯데웰푸드","KOSPI",,"111900","-200","-0.18","113200","113200","111300","0.0","1239519350","1041181830600","9.0"
"286940","롯데이노베이트","KOSPI",,"19340","-240","-1.23","19570","19860","19250","0.0","427356050","292601957780","15.0"
"004000","롯데정밀화학","KOSPI",,"43350","400","0.93","43300","43850","43000","0.0","1776002725","1118430000000","26.0"
"004990","롯데지주","KOSPI",,"26700","650","2.50","26200","26850","26150","0.0","4192147250","2801076627900","105.0"
"00499K","롯데지주우","KOSPI",,"27250","150","0.55","27150","27300","26900","0.0","29253100","21952681750","1.0"
"005300","롯데칠성","KOSPI",,"131500","-2500","-1.87","135300","135600","129800","0.0","6301352100","1220173246000","9.0"
"005305","롯데칠성우","KOSPI",,"77100","-600","-0.77","77700","77700","75400","0.0","1053934100","59776401000","1.0"
"011170","롯데케미칼","KOSPI",,"68900","1400","2.07","68100","69500","67800","0.0","8591210150","2947226369100","43.0"
"071840","롯데하이마트","KOSPI",,"7420","-110","-1.46","7480","7570","7410","0.0","123341390","175169223040","24.0"
"328130","루닛","KOSDAQ","기술성장기업부","43500","-450","-1.02","43900","43900","42200","0.0","11786095150","1272668451000","29.0"
"038060","루멘스","KOSDAQ","우량기업부","635","-8","-1.24","648","648","630","0.0","23502608","30545448815","48.0"
"474170","루미르","KOSDAQ","기술성장기업부","10270","630","6.54","9700","10820","9220","3.0","35115744660","182987737920","18.0"
"162120","루켄테크놀러지스","KONEX","일반기업부","2830","-45","-1.57","2895","2895","2750","0.0","16286420","31573183660","11.0"
"253610","루트락","KONEX","일반기업부","1000","-29","-2.82","1183","1183","1000","0.0","3424249","10185410000","10.0"
"141080","리가켐바이오","KOSDAQ GLOBAL","기술성장기업부","176100","5300","3.10","169800","177200","165800","0.0","67596245150","6447080521800","37.0"
"058470","리노공업","KOSDAQ GLOBAL","우량기업부","65000","100","0.15","67000","68300","64200","1.0","55615227800","4953770250000","76.0"
"016100","리더스코스메틱","KOSDAQ","중견기업부","1999","-36","-1.77","2035","2040","1890","0.0","194926263","38182687106","19.0"
"012700","리드코프","KOSDAQ","우량기업부","3625","-55","-1.49","3680","3690","3605","0.0","372558281","95867239375","26.0"
"302550","리메드","KOSDAQ","기술성장기업부","3030","5","0.17","3030","3040","2970","0.0","183089770","95431449840","31.0"
"491000","리브스메드","KOSDAQ","기술성장기업부","56400","2900","5.42","54500","59800","54000","3.0","163769874250","1392047372400","25.0"
"073570","리튬포어스","KOSDAQ","관리종목(소속부없음)","928","17","1.87","911","937","904","0.0","202115029","55853202848","60.0"
"377450","리파인","KOSDAQ","우량기업부","12460","-300","-2.35","12640","12910","12370","0.0","288324190","215931800000","17.0"
"277070","린드먼아시아","KOSDAQ","중견기업부","4980","20","0.40","4960","5050","4895","0.0","53622865","68186160000","14.0"
"042500","링네트","KOSDAQ","우량기업부","3790","5","0.13","3790","3805","3740","0.0","269275093","84483435760","22.0"
"193250","링크드","KOSDAQ","중견기업부","414","2","0.49","408","438","405","0.0","164440985","26741258982","65.0"
"474650","링크솔루션","KOSDAQ","기술성장기업부","47600","-7900","-14.23","54100","54800","46250","1.0","43530087225","265561923200","6.0"
"219420","링크제니시스","KOSDAQ","기술성장기업부","5920","70","1.20","6000","6360","5700","1.0","5601212600","67899481440","11.0"
"439090","마녀공장","KOSDAQ","중견기업부","15280","-470","-2.98","15730","15730","15150","0.0","3942770890","250259812800","16.0"
"027740","마니커","KOSPI",,"780","-5","-0.64","785","785","775","0.0","162764215","49538757840","64.0"
"195500","마니커에프앤지","KOSDAQ","중견기업부","2835","-20","-0.70","2855","2855","2820","0.0","118659631","45297630000","16.0"
"357430","마스턴프리미어리츠","KOSPI",,"1654","-5","-0.30","1659","1660","1650","0.0","125284080","50455777778","31.0"
"377480","마음AI","KOSDAQ","기술성장기업부","19490","-170","-0.86","19700","19750","19200","0.0","2186218155","138579259750","7.0"
"305090","마이크로디지탈","KOSDAQ","기술성장기업부","11360","410","3.74","11360","11540","10910","0.0","5140284180","210922517280","19.0"
"448780","마이크로엔엑스","KONEX","일반기업부","2010","-75","-3.60","2080","2080","1780","0.0","202437","5382136800","3.0"
"098120","마이크로컨텍솔","KOSDAQ","중견기업부","18270","680","3.87","17830","19090","17830","0.0","3527656525","151874234820","8.0"
"424980","마이크로투나노","KOSDAQ","기술성장기업부","8770","70","0.80","8740","9100","8280","0.0","467601465","51908665300","6.0"
"038290","마크로젠","KOSDAQ","중견기업부","16950","-270","-1.57","17050","17200","16820","0.0","525387025","183761730000","11.0"
"001080","만호제강","KOSPI",,"44300","250","0.57","43700","44400","43300","0.0","96252150","183845000000","4.0"
"267980","매일유업","KOSDAQ","우량기업부","34050","-250","-0.73","34600","34600","33900","0.0","475404300","260946873900","8.0"
"005990","매일홀딩스","KOSDAQ","우량기업부","10910","-80","-0.73","10990","10990","10750","0.0","22865680","145084496640","13.0"
"093520","매커스","KOSDAQ","우량기업부","22450","100","0.45","22450","23350","22200","0.0","865149275","317961415400","14.0"
"088980","맥쿼리인프라","KOSPI",,"11160","-30","-0.27","11180","11190","11120","2.0","17895576680","5344769441880","479.0"
"094800","맵스리얼티","KOSPI",,"5140","40","0.78","5010","5160","5010","0.0","538497970","477168461340","93.0"
"179720","머니무브","KONEX","일반기업부","9800","-200","-2.00","10000","11000","9800","0.0","15432090","24066879200","2.0"
