종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"032820","우리기술","KOSDAQ","벤처기업부","3975","240","6.43","3835","3975","3830","4.0","17126434225","662858240250","167.0"
"041190","우리기술투자","KOSDAQ","벤처기업부","7780","250","3.32","7730","7860","7690","1.0","5657605255","653520000000","84.0"
"115440","우리넷","KOSDAQ","우량기업부","7500","50","0.67","7500","7670","7400","0.0","927750680","80957190000","11.0"
"046970","우리로","KOSDAQ","벤처기업부","1314","34","2.66","1280","1315","1280","1.0","1484739931","57586048686","44.0"
"082850","우리바이오","KOSDAQ","벤처기업부","2085","15","0.72","2070","2095","2065","0.0","553431201","101031965130","48.0"
"215360","우리산업","KOSDAQ","우량기업부","8790","340","4.02","8480","9000","8410","0.0","2199029805","80271712770","9.0"
"072470","우리산업홀딩스","KOSDAQ","중견기업부","3235","15","0.47","3190","3310","3190","0.0","155771676","61100548135","19.0"
"073560","우리손에프앤지","KOSDAQ","우량기업부","1484","-29","-1.92","1514","1514","1476","0.0","168441294","102748662212","69.0"
"037400","우리엔터프라이즈","KOSDAQ","중견기업부","983","-4","-0.41","990","995","979","0.0","39217814","25777549118","26.0"
"153490","우리이앤엘","KOSDAQ","우량기업부","671","-15","-2.19","710","710","665","0.0","50121681","34543080000","51.0"
"101170","우림피티에스","KOSDAQ","벤처기업부","15270","-2090","-12.04","17550","17600","15150","2.0","27789832380","206145000000","14.0"
"006980","우성","KOSPI",,"16210","80","0.50","16680","16680","16110","0.0","21934565","50088900000","3.0"
"066590","우수AMS","KOSDAQ","중견기업부","2550","85","3.45","2515","2570","2400","0.0","660169104","98628739350","39.0"
"017370","우신시스템","KOSPI",,"6230","-50","-0.80","6290","6390","6100","0.0","389119575","114096556420","18.0"
"103840","우양","KOSDAQ","중견기업부","3315","5","0.15","3295","3345","3260","0.0","435454910","54254708820","16.0"
"101970","우양에이치씨","KOSDAQ","중견기업부","12710","390","3.17","12300","12880","11700","0.0","589908600","187981014390","15.0"
"046940","우원개발","KOSDAQ","벤처기업부","3525","50","1.44","3450","3530","3415","0.0","334070025","63712083750","18.0"
"215380","우정바이오","KOSDAQ","벤처기업부","1770","-10","-0.56","1780","1810","1740","0.0","253106216","29788349520","17.0"
"065680","우주일렉트로","KOSDAQ","우량기업부","34500","-1250","-3.50","35600","35750","34300","0.0","1184317250","318796249500","9.0"
"105840","우진","KOSPI",,"18420","1250","7.28","17840","18930","17840","2.0","27789459115","372041081400","20.0"
"018620","우진비앤지","KOSDAQ","중견기업부","822","-7","-0.84","824","834","819","0.0","29123472","23746998846","29.0"
"010400","우진아이엔에스","KOSPI",,"4755","575","13.76","4180","4780","4160","0.0","1082073925","36242610000","8.0"
"457550","우진엔텍","KOSDAQ","중견기업부","21400","800","3.88","20650","21600","20650","0.0","2687684600","199425701200","9.0"
"049800","우진플라임","KOSPI",,"1898","-2","-0.11","1901","1909","1895","0.0","47207585","37960000000","20.0"
"016880","웅진","KOSPI",,"2490","220","9.69","2305","2590","2275","1.0","3042402476","199018429200","80.0"
"095720","웅진씽크빅","KOSPI",,"1273","-3","-0.24","1275","1298","1268","0.0","226718309","147039118905","116.0"
"396470","워트","KOSDAQ","중견기업부","7490","-50","-0.66","7740","7780","7400","0.0","3036509615","120738800000","16.0"
"005820","원림","KOSPI",,"15020","20","0.13","15330","15330","14970","0.0","17717690","34515509400","2.0"
"307280","원바이오젠","KOSDAQ","벤처기업부","6600","-40","-0.60","6630","6640","6520","0.0","286234010","46824538200","7.0"
"032940","원익","KOSDAQ","우량기업부","14350","600","4.36","14160","17800","14150","16.0","251542513840","261072850500","18.0"
"240810","원익IPS","KOSDAQ GLOBAL","우량기업부","78800","-1200","-1.50","83000","84800","78000","2.0","129582698200","3867811398800","49.0"
"074600","원익QnC","KOSDAQ GLOBAL","우량기업부","23000","200","0.88","24000","24400","22500","1.0","15153476425","604624000000","26.0"
"104830","원익머트리얼즈","KOSDAQ","우량기업부","35300","950","2.77","37000","37000","34350","0.0","5148481375","445062400000","13.0"
"014190","원익큐브","KOSDAQ","우량기업부","2530","430","20.48","2200","2730","2100","45.0","112103049663","89561762180","35.0"
"217820","원익피앤이","KOSDAQ","중견기업부","4095","75","1.87","4025","4455","3960","2.0","6988912381","194326419105","47.0"
"030530","원익홀딩스","KOSDAQ","중견기업부","43750","-3900","-8.18","48150","48150","43400","5.0","211949819250","3379161668750","77.0"
"012620","원일특강","KOSDAQ","우량기업부","8110","0","0.00","8070","8150","8050","0.0","34786050","35684000000","4.0"
"136150","원일티엔아이","KOSDAQ","벤처기업부","18680","470","2.58","18230","18900","18150","0.0","850898140","156557640400","8.0"
"382840","원준","KOSDAQ","우량기업부","7720","40","0.52","7680","7850","7660","0.0","349511465","117896605320","15.0"
"336570","원텍","KOSDAQ","기술성장기업부","8110","-140","-1.70","8320","8360","8000","1.0","9520776265","729647754670","90.0"
"376980","원티드랩","KOSDAQ","기술성장기업부","3590","10","0.28","3560","3600","3505","0.0","111156737","35061354460","10.0"
"122830","원포유","KONEX","일반기업부","2140","-85","-3.82","2300","2550","2095","0.0","38141000","70089247900","33.0"
"008370","원풍","KOSDAQ","우량기업부","5020","170","3.51","4910","5050","4895","0.0","8829620","60240000000","12.0"
"008290","원풍물산","KOSDAQ","중견기업부","447","-6","-1.32","453","458","445","0.0","36813602","18190074513","41.0"
"101160","월덱스","KOSDAQ","우량기업부","23300","1100","4.95","22900","23350","22550","0.0","3777945750","384706136900","17.0"
"336060","웨이버스","KOSDAQ","벤처기업부","1005","34","3.50","970","1017","968","1.0","549495521","48395976000","48.0"
"095270","웨이브일렉트로","KOSDAQ","벤처기업부","4635","15","0.32","4620","4670","4570","0.0","167875645","66616101810","14.0"
"289930","웨이비스","KOSDAQ","기술성장기업부","9500","500","5.56","9050","9600","8720","0.0","3717875800","118936133500","13.0"
"010600","웰바이오텍","KOSPI",,"545","0","0.00","0","0","0","0.0","0","49553256815","91.0"
"065950","웰크론","KOSDAQ","중견기업부","1684","-1","-0.06","1684","1693","1666","0.0","111198921","47541512568","28.0"
"076080","웰크론한텍","KOSDAQ","중견기업부","1136","-40","-3.40","1176","1176","1133","0.0","33105663","25666961216","23.0"
"043590","웰킵스하이텍","KOSDAQ","중견기업부","610","2","0.33","608","614","602","0.0","38453288","16553424820","27.0"
"196700","웹스","KOSDAQ","벤처기업부","2285","90","4.10","2190","2380","2185","0.0","1014029753","32822069040","14.0"
"069080","웹젠","KOSDAQ GLOBAL","우량기업부","13000","10","0.08","13150","13400","12900","0.0","1015017840","449811492000","35.0"
"053580","웹케시","KOSDAQ","우량기업부","10400","260","2.56","10180","10430","10180","0.0","261002285","141816979200","14.0"
"479960","위너스","KOSDAQ","중견기업부","10580","80","0.76","10500","10640","10400","0.0","99342005","72483580000","7.0"
"377460","위니아에이드","KOSDAQ","관리종목(소속부없음)","4080","0","0.00","0","0","0","0.0","0","253187202960","62.0"
"044340","위닉스","KOSDAQ","중견기업부","5500","-20","-0.36","5480","5550","5460","0.0","139212375","98303837500","18.0"
"330350","위더스제약","KOSDAQ","우량기업부","8730","-20","-0.23","8750","9050","8580","1.0","7746055395","115254673470","13.0"
"348350","위드텍","KOSDAQ","우량기업부","8840","130","1.49","8770","9000","8710","0.0","239923120","90023024000","10.0"
"112040","위메이드","KOSDAQ","중견기업부","26000","-800","-2.99","27300","28350","25800","0.0","6207996700","882660558000","34.0"
"101730","위메이드맥스","KOSDAQ","벤처기업부","6290","-140","-2.18","6460","6650","6290","0.0","424736810","527122668940","84.0"
"123420","위메이드플레이","KOSDAQ","우량기업부","7870","-20","-0.25","7860","8100","7820","0.0","188647830","83046868580","11.0"
"065370","위세아이텍","KOSDAQ","벤처기업부","6000","440","7.91","5560","6110","5560","0.0","1068439035","44303724000","7.0"
"140660","위월드","KONEX","일반기업부","1200","-65","-5.14","1200","1200","1077","0.0","56540","2984702400","2.0"
"038620","위즈코프","KOSDAQ","벤처기업부","595","-4","-0.67","601","609","595","0.0","123636596","45059031675","76.0"
"299900","위지윅스튜디오","KOSDAQ","중견기업부","645","-17","-2.57","663","667","624","1.0","607002764","110326530180","171.0"
"036090","위지트","KOSDAQ","중견기업부","640","10","1.59","640","647","628","1.0","338827084","75771061760","118.0"
"459100","위츠","KOSDAQ","중견기업부","7020","-50","-0.71","7000","7100","6940","0.0","311362060","93415140000","13.0"
"136540","윈스테크넷","KOSDAQ","우량기업부","11320","0","0.00","11320","11360","11190","0.0","232705735","139006724720","12.0"
"097800","윈팩","KOSDAQ","중견기업부","569","2","0.35","615","615","550","1.0","774249113","77640180301","136.0"
"192390","윈하이텍","KOSDAQ","우량기업부","2150","-35","-1.60","2185","2185","2025","0.0","52513417","23719292350","11.0"
"008600","윌비스","KOSPI",,"324","2","0.62","327","327","314","0.0","61440455","21784476636","67.0"
"335870","윙스풋","KOSDAQ","중견기업부","1634","-54","-3.20","1688","1693","1601","0.0","98306708","27370272882","17.0"
"900340","윙입푸드","KOSDAQ","외국기업(소속부없음)","842","14","1.69","830","854","829","0.0","169301206","42378641376","50.0"
"033270","유나이티드제약","KOSPI",,"19030","50","0.26","19000","19030","18900","0.0","448695885","310832632660","16.0"
"014830","유니드","KOSPI",,"67000","0","0.00","67200","67500","66300","0.0","1045796900","453429200000","7.0"
"446070","유니드비티플러스","KOSPI",,"3310","-125","-3.64","3435","3435","3190","0.0","430062572","35123121650","11.0"
"036200","유니셈","KOSDAQ","우량기업부","11100","740","7.14","11200","11630","10700","1.0","15585811690","340372875300","31.0"
"018000","유니슨","KOSDAQ","중견기업부","1240","-18","-1.43","1265","1302","1234","2.0","2364947541","274925909320","222.0"
"000910","유니온","KOSPI",,"4280","50","1.18","4235","4300","4235","0.0","264733055","66817729320","16.0"
"047400","유니온머티리얼","KOSPI",,"1394","21","1.53","1390","1430","1367","0.0","641788377","58548000000","42.0"
"203450","유니온바이오메트릭스","KOSDAQ","벤처기업부","3120","-10","-0.32","3130","3150","3020","0.0","108585940","43926501840","14.0"
"011330","유니켐","KOSPI",,"1170","-80","-6.40","1250","1250","1170","1.0","895799094","109118877660","93.0"
"077500","유니퀘스트","KOSPI",,"6660","-50","-0.75","6900","6970","6540","0.0","1909372525","143856679320","22.0"
"011320","유니크","KOSDAQ","우량기업부","4240","-65","-1.51","4315","4350","4210","0.0","319771400","81919746800","19.0"
"086390","유니테스트","KOSDAQ","중견기업부","14600","360","2.53","14580","14840","14290","0.0","2373414255","308558239600","21.0"
"241690","유니테크노","KOSDAQ","우량기업부","3440","15","0.44","3475","3475","3395","0.0","257122830","84179228640","24.0"
"142210","유니트론텍","KOSDAQ","우량기업부","6390","150","2.40","6310","6500","6200","0.0","2943950390","134254353690","21.0"
"121060","유니포인트","KONEX","일반기업부","793","103","14.93","710","793","587","0.0","5217909","4743464310","6.0"
"389680","유디엠텍","KOSDAQ","기술성장기업부","524","4","0.77","520","534","520","0.0","98270970","21794451660","42.0"
"088340","유라클","KOSDAQ","벤처기업부","13730","-200","-1.44","13950","14000","13480","0.0","857570585","59922772640","4.0"
"048430","유라테크","KOSDAQ","우량기업부","8050","0","0.00","8050","8090","7960","0.0","291744990","92736000000","12.0"
"206650","유바이오로직스","KOSDAQ","기술성장기업부","11680","270","2.37","11420","11810","11400","0.0","2092000190","428332545760","37.0"
"089850","유비벨록스","KOSDAQ","우량기업부","5340","0","0.00","5340","5390","5300","0.0","109355250","78659262660","15.0"
"495810","유비씨","KONEX","일반기업부","13120","0","0.00","0","0","0","0.0","0","32800000000","3.0"
"084440","유비온","KOSDAQ","기술성장기업부","997","-16","-1.58","1013","1037","980","0.0","108471582","19653661600","20.0"
"032620","유비케어","KOSDAQ","중견기업부","3705","-30","-0.80","3735","3760","3670","0.0","364130120","193390399995","52.0"
"264450","유비쿼스","KOSDAQ","우량기업부","10000","110","1.11","9900","10350","9890","0.0","1201910690","146654930000","15.0"
"078070","유비쿼스홀딩스","KOSDAQ","중견기업부","11040","160","1.47","10890","11090","10750","0.0","209930815","194356682880","18.0"
"002920","유성기업","KOSPI",,"2200","-20","-0.90","2220","2270","2200","0.0","36893315","57084500000","26.0"
"024800","유성티엔에스","KOSDAQ","우량기업부","2355","-90","-3.68","2425","2425","2335","0.0","153756890","87257017260","37.0"
"000700","유수홀딩스","KOSPI",,"5730","80","1.42","5670","5800","5670","0.0","134324750","149219582760","26.0"
"054930","유신","KOSDAQ","우량기업부","22600","200","0.89","22450","22750","22350","0.0","238638350","67800000000","3.0"
"069330","유아이디","KOSDAQ","벤처기업부","1100","-14","-1.26","1114","1129","1081","0.0","69315350","15610200100","14.0"
"049520","유아이엘","KOSDAQ","우량기업부","3290","35","1.08","3270","3310","3235","0.0","348354120","106093959160","32.0"
"444920","유안타제11호스팩","KOSDAQ","SPAC(소속부없음)","2085","0","0.00","2085","2085","2080","0.0","9389165","10925400000","5.0"
"446150","유안타제12호스팩","KOSDAQ","관리종목(소속부없음)","2130","0","0.00","2130","2135","2127","0.0","199496425","10160100000","5.0"
"450940","유안타제14호스팩","KOSDAQ","SPAC(소속부없음)","2090","-5","-0.24","2095","2095","2090","0.0","15961525","9488600000","5.0"
"473050","유안타제15호스팩","KOSDAQ","SPAC(소속부없음)","2050","0","0.00","2050","2055","2047","0.0","10819092","14370500000","7.0"
"474490","유안타제16호스팩","KOSDAQ","SPAC(소속부없음)","2030","5","0.25","2025","2035","2025","0.0","7724240","11185300000","6.0"
"493790","유안타제17호스팩","KOSDAQ","SPAC(소속부없음)","2000","0","0.00","2005","2005","2000","0.0","529000","10620000000","5.0"
"003470","유안타증권","KOSPI",,"3690","40","1.10","3650","3710","3640","0.0","1251000508","736511365440","200.0"
"003475","유안타증권우","KOSPI",,"3745","0","0.00","3750","3770","3725","0.0","131058510","48356233940","13.0"
